id,name,status,lastVerified,brand,street,locality,state,zip,citySlug,cityName,lat,lng,modalities,access,dropIn,dayPass,membershipMo,priceFrom,plungeF_low,plungeF_high,saunaF_low,saunaF_high,hours,website,bookingUrl,phone,url
"hot-haven-sauna-studio-san-diego-ca","HOT HAVEN","community","2026-08-16",,"521 Grape Street","San Diego","CA","92101","san-diego-ca","San Diego","32.726116","-117.160041","infrared_sauna|compression","private_suite","59",,,"",,,,,"Mon-Thu 10-7:30, Fri 10-5, Sat-Sun 9:30-5","https://www.myhothaven.com/","https://www.myhothaven.com/services","+1-619-255-0907","https://findsaunaplunge.com/venue/hot-haven-sauna-studio-san-diego-ca/"
"stone-impact-oceanside-san-diego-ca","Stone Impact","community","2026-08-16",,"845 S Coast Hwy","Oceanside","CA","92054","san-diego-ca","San Diego","33.188041","-117.37304","cold_plunge|traditional_sauna|compression","unpublished",,,"75","",,,,,"Mon-Fri 5am-8pm, Sat 8am-2pm","https://www.stoneimpact.co/","https://www.stoneimpact.co/pages/recovery","+1-949-627-7753","https://findsaunaplunge.com/venue/stone-impact-oceanside-san-diego-ca/"
"bella-longevity-spa-oceanside-san-diego-ca","Bella Longevity Spa","community","2026-08-16",,"1763 Oceanside Blvd, Suite B","Oceanside","CA","92054","san-diego-ca","San Diego","33.190911","-117.361392","cold_plunge|infrared_sauna|compression|red_light|pemf|float","unpublished",,,,"",,,,,"Mon-Fri 7am-7pm, Sat 9am-3pm, Sun closed","https://bellalongevityspa.com/","https://momence.com/u/bella-longevity-spa","+1-760-421-4757","https://findsaunaplunge.com/venue/bella-longevity-spa-oceanside-san-diego-ca/"
"san-diego-cryotherapy-san-diego-ca","San Diego Cryotherapy","community","2026-08-16",,"6350 Riverdale St.","San Diego","CA","92120","san-diego-ca","San Diego","32.789526","-117.099683","cryotherapy|infrared_sauna|red_light","unpublished","46",,"99","",,,,,,"https://www.sandiegocryotherapy.com/","https://www.sandiegocryotherapy.com/pricing/","+1-619-586-8624","https://findsaunaplunge.com/venue/san-diego-cryotherapy-san-diego-ca/"
"lagree-versa-fit-oceanside-san-diego-ca","Lagree + Versa Fit","community","2026-08-16",,"515 Vista Way","Oceanside","CA","92054","san-diego-ca","San Diego","33.172134","-117.359359","cold_plunge|infrared_sauna","unpublished","39",,"249","","45","45","150","150","Mon-Fri 6:00a-7:00p, Sat-Sun 7:00a-1:00p","https://www.lagreeandversafit.com/lagree-oceanside","https://www.lagreeandversafit.com/coldplungeandsauna","+1-760-575-4841","https://findsaunaplunge.com/venue/lagree-versa-fit-oceanside-san-diego-ca/"
"truself-sporting-club-san-diego-ca","TruSelf Sporting Club","community","2026-08-16",,"5125 Waring Road","San Diego","CA","92120","san-diego-ca","San Diego","32.79119","-117.082129","cold_plunge|infrared_sauna|compression","private_suite","49",,"99","",,,,,"Mon-Fri 5:00am-9:00pm, Sat-Sun 8:00am-4:00pm","https://truselfsportingclub.com/","https://truselfsportingclub.com/cold-plunge-san-diego/","+1-619-431-5407","https://findsaunaplunge.com/venue/truself-sporting-club-san-diego-ca/"
"yu-spa-san-diego-ca","Yu Spa of San Diego","community","2026-08-16",,"3927 Convoy Street","San Diego","CA","92111","san-diego-ca","San Diego","32.81467","-117.153245","cold_plunge|traditional_sauna|steam_room","unpublished",,,,"",,,,,"Mon/Wed/Thu/Sun 9:30am-8:30pm, Fri-Sat 9:30am-9:00pm, Tue closed","https://yuspasd.com/","https://yuspasd.com/services/","+1-858-987-0476","https://findsaunaplunge.com/venue/yu-spa-san-diego-ca/"
"aqua-day-spa-san-diego-ca","Aqua Day Spa","community","2026-08-16",,"4637 Convoy Street ste 105","San Diego","CA","92111","san-diego-ca","San Diego","32.824445","-117.155148","cold_plunge|traditional_sauna|steam_room","unpublished","35",,,"",,,,,"Open daily 8:30 AM - 9:00 PM","https://www.aquadayspaconvoy.com/",,"+1-858-279-8889","https://findsaunaplunge.com/venue/aqua-day-spa-san-diego-ca/"
"recoverme-san-diego-ca","RecoverMe","community","2026-08-16",,"3270 Greyling Dr","San Diego","CA","92123","san-diego-ca","San Diego","32.802451","-117.139436","cryotherapy|infrared_sauna|red_light|compression","unpublished",,,,"",,,,,"Mon-Fri 5:00am-11:00pm, Sat-Sun 7:00am-7:00pm","https://www.recovermesandiego.com/",,"+1-858-267-4205","https://findsaunaplunge.com/venue/recoverme-san-diego-ca/"
"lagree-red-carlsbad-san-diego-ca","Lagree Red","community","2026-08-16",,"7130 Avenida Encinas Suite #E104","Carlsbad","CA","92011","san-diego-ca","San Diego","33.100567","-117.312222","infrared_sauna|cryotherapy|red_light","unpublished",,,,"",,,,,"Mon-Fri 6:00AM-6:00PM, Sat-Sun 7:00AM-12:00PM","https://www.lagreered.com/",,"+1-760-307-1777","https://findsaunaplunge.com/venue/lagree-red-carlsbad-san-diego-ca/"
"gocryo-san-diego-ca","GoCryo","community","2026-08-16",,"7807 Convoy Court #103","San Diego","CA","92111","san-diego-ca","San Diego","32.834422","-117.152666","cryotherapy|infrared_sauna|compression","private_suite",,,,"",,,,,"Mon-Fri 10:00am-7:00pm, Sat 10am-3pm, Sun 10am-3pm","https://gocryosd.com/","https://square.site/book/MQZK0NA47Y62V/gocryosd-san-diego-ca","+1-858-255-0699","https://findsaunaplunge.com/venue/gocryo-san-diego-ca/"
"life-time-otay-ranch-san-diego-ca","Life Time Otay Ranch","brand_import","2026-08-26","life-time","1650 Main Street West","Chula Vista","CA","91913","san-diego-ca","San Diego","32.6043713","-116.9773451","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Thu 5:00am–11:00pm, Fri 5:00am–10:00pm, Sat–Sun 5:00am–9:00pm","https://www.lifetime.life/locations/ca/otay-ranch/amenities.html",,"+1-619-651-2700","https://findsaunaplunge.com/venue/life-time-otay-ranch-san-diego-ca/"
"archimedes-banya-san-francisco-ca","Archimedes Banya","community","2026-08-16",,"748 Innes Avenue","San Francisco","CA","94124","san-francisco-ca","San Francisco","37.730444","-122.372888","traditional_sauna|steam_room|cold_plunge","communal",,,,"",,,"170","210","Mon, Wed, Thu, Fri 12pm-11pm; Sat-Sun 10am-11pm","https://banyasf.com/","https://banyasf.com/book-now/","+1-415-206-9000","https://findsaunaplunge.com/venue/archimedes-banya-san-francisco-ca/"
"fjord-san-francisco-ca","Fjord","community","2026-08-16",,"2310 Marinship Way","Sausalito","CA","94965","san-francisco-ca","San Francisco",,,"cold_plunge|traditional_sauna","mixed","45",,,"",,,"190","190",,"https://www.thisisfjord.com","https://www.thisisfjord.com",,"https://findsaunaplunge.com/venue/fjord-san-francisco-ca/"
"kabuki-springs-spa-san-francisco-ca","Kabuki Springs & Spa","community","2026-08-16",,"1750 Geary Blvd","San Francisco","CA","94115","san-francisco-ca","San Francisco","37.78457","-122.432146","cold_plunge|traditional_sauna|steam_room","communal","49",,,"","55","55","150","150",,"https://kabukisprings.com/","https://kabukisprings.com/springs-pricing-info/","+1-415-922-6000","https://findsaunaplunge.com/venue/kabuki-springs-spa-san-francisco-ca/"
"kumefloat-san-francisco-ca","KumeFloat","community","2026-08-16",,"584 Grand Ave","Oakland","CA","94610","san-francisco-ca","San Francisco","37.812349","-122.27098","infrared_sauna|cryotherapy|compression|red_light|float","private_suite",,,,"",,,,,,"https://kumefloat.com/","https://kumefloat.com/reservations/","+1-510-607-8930","https://findsaunaplunge.com/venue/kumefloat-san-francisco-ca/"
"onsen-sf-san-francisco-ca","Onsen SF","community","2026-08-16",,"466 Eddy St","San Francisco","CA","94109","san-francisco-ca","San Francisco","37.783645","-122.415332","cold_plunge|traditional_sauna|steam_room","communal","50",,,"",,,,,,"https://www.onsensf.com","https://www.exploretock.com/onsenurbanbathandrestaurant/","+1-415-441-4987","https://findsaunaplunge.com/venue/onsen-sf-san-francisco-ca/"
"perspire-sauna-studio-berkeley-san-francisco-ca","Perspire Sauna Studio - Berkeley","community","2026-08-16",,"2598 Shattuck Avenue","Berkeley","CA","94704","san-francisco-ca","San Francisco","37.862209","-122.267316","infrared_sauna|red_light","private_suite",,,,"",,,,,,"https://www.perspiresaunastudio.com/locations/berkeley","https://www.perspiresaunastudio.com/locations/berkeley","+1-510-616-7378","https://findsaunaplunge.com/venue/perspire-sauna-studio-berkeley-san-francisco-ca/"
"perspire-sauna-studio-corte-madera-san-francisco-ca","Perspire Sauna Studio - Corte Madera","community","2026-08-16",,"57 Tamal Vista Boulevard","Corte Madera","CA","94925","san-francisco-ca","San Francisco","37.93366","-122.518177","infrared_sauna|red_light","private_suite",,,,"",,,,,,"https://www.perspiresaunastudio.com/locations/corte-madera","https://www.perspiresaunastudio.com/locations/corte-madera","+1-415-413-0698","https://findsaunaplunge.com/venue/perspire-sauna-studio-corte-madera-san-francisco-ca/"
"perspire-sauna-studio-mountain-view-san-francisco-ca","Perspire Sauna Studio - Mountain View","community","2026-08-16",,"555 San Antonio Road Unit 38","Mountain View","CA","94040","san-francisco-ca","San Francisco","37.403263","-122.112145","infrared_sauna|red_light","private_suite",,,,"",,,,,,"https://www.perspiresaunastudio.com/locations/mountain-view","https://www.perspiresaunastudio.com/locations/mountain-view","+1-650-609-2924","https://findsaunaplunge.com/venue/perspire-sauna-studio-mountain-view-san-francisco-ca/"
"perspire-sauna-studio-santa-clara-san-francisco-ca","Perspire Sauna Studio - Santa Clara","community","2026-08-16",,"3935 Rivermark Plaza","Santa Clara","CA","95054","san-francisco-ca","San Francisco","37.394911","-121.945683","infrared_sauna|red_light","private_suite",,,,"",,,,,,"https://www.perspiresaunastudio.com/locations/santa-clara","https://www.perspiresaunastudio.com/locations/santa-clara","+1-408-351-1927","https://findsaunaplunge.com/venue/perspire-sauna-studio-santa-clara-san-francisco-ca/"
"piedmont-springs-san-francisco-ca","Piedmont Springs","community","2026-08-16",,"3939 Piedmont Avenue","Oakland","CA","94611","san-francisco-ca","San Francisco","37.825259","-122.254135","traditional_sauna|steam_room","private_suite",,,,"",,,,,"Open 7 days a week, 11am-10pm","https://www.piedmontsprings.com","https://www.piedmontsprings.com/reservations-policies","+1-510-652-9191","https://findsaunaplunge.com/venue/piedmont-springs-san-francisco-ca/"
"reboot-marina-san-francisco-ca","Reboot Float & Cryo Spa - Marina","community","2026-08-16",,"1912 Lombard St","San Francisco","CA","94123","san-francisco-ca","San Francisco","37.800352","-122.433041","cold_plunge|traditional_sauna|infrared_sauna|cryotherapy|float","private_suite",,,,"",,,,,"Mon-Thu 11:00am-8:00pm, Fri-Sun 9:00am-8:00pm","https://www.rebootfloatspa.com/locations/marina","https://www.rebootfloatspa.com/locations/marina","+1-925-297-6104","https://findsaunaplunge.com/venue/reboot-marina-san-francisco-ca/"
"reboot-mission-san-francisco-ca","Reboot Float & Cryo Spa - Mission","community","2026-08-16",,"810 Valencia St","San Francisco","CA","94110","san-francisco-ca","San Francisco","37.759903","-122.421478","cold_plunge|traditional_sauna|infrared_sauna|cryotherapy|float","private_suite",,,,"",,,,,"Mon-Thu 10:30am-9:00pm, Fri-Sun 9:00am-9:00pm","https://www.rebootfloatspa.com/locations/mission","https://www.rebootfloatspa.com/locations/mission","+1-415-654-5125","https://findsaunaplunge.com/venue/reboot-mission-san-francisco-ca/"
"reboot-rockridge-san-francisco-ca","Reboot Float & Cryo Spa - Rockridge","community","2026-08-16",,"6239 College Ave","Oakland","CA","94618","san-francisco-ca","San Francisco","37.849792","-122.252463","cold_plunge|traditional_sauna|infrared_sauna|cryotherapy|float|red_light","private_suite",,,,"",,,,,"Mon, Wed-Thu 11:00am-8:00pm; Tue 1:00pm-8:00pm (Fri-Sun hours also published, see source)","https://www.rebootfloatspa.com/locations/rockridge","https://www.rebootfloatspa.com/locations/rockridge","+1-510-735-9532","https://findsaunaplunge.com/venue/reboot-rockridge-san-francisco-ca/"
"restore-hyper-wellness-los-gatos-san-francisco-ca","Restore Hyper Wellness - Los Gatos","community","2026-08-16",,"15557 Union Avenue","Los Gatos","CA","95032","san-francisco-ca","San Francisco",,,"cryotherapy|infrared_sauna|compression|red_light","unpublished",,,,"",,,,,"Mon-Thu 10am-7pm, Fri-Sat 9am-5pm, Sun 10am-4pm","https://www.restore.com/locations/ca-los-gatos-ca002",,"+1-408-333-9800","https://findsaunaplunge.com/venue/restore-hyper-wellness-los-gatos-san-francisco-ca/"
"restore-hyper-wellness-pleasant-hill-san-francisco-ca","Restore Hyper Wellness - Pleasant Hill","community","2026-08-16",,"40 Crescent Dr, Suite B","Pleasant Hill","CA","94523","san-francisco-ca","San Francisco","37.946539","-122.061463","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,,"",,,,,"Mon-Fri 10am-6pm, Sat-Sun 10am-5pm","https://www.restore.com/locations/ca-pleasant-hill-ca053",,"+1-925-276-9334","https://findsaunaplunge.com/venue/restore-hyper-wellness-pleasant-hill-san-francisco-ca/"
"dogpatch-paddle-sauna-san-francisco-ca","Dogpatch Paddle & Kayak - Sauna + Cold Plunge","community","2026-08-16",,"701 Illinois Street #A","San Francisco","CA","94107","san-francisco-ca","San Francisco","37.763526","-122.387764","cold_plunge|traditional_sauna","mixed","25",,,"",,,"180","200",,"https://www.dogpatchpaddle.com/sauna","https://book.peek.com/s/2530f333-35eb-43fc-b661-6c7d3c95dfea/7vkbE","+1-415-484-9322","https://findsaunaplunge.com/venue/dogpatch-paddle-sauna-san-francisco-ca/"
"good-hot-san-francisco-ca","Good Hot","community","2026-08-16",,"1950 Stenmark Dr","Richmond","CA","94801","san-francisco-ca","San Francisco","37.956191","-122.423118","traditional_sauna|cold_plunge","mixed","30",,,"",,,,,"Thursday-Monday, generally 9:30am-8:15pm","https://www.good-hot.com","https://www.good-hot.com/book",,"https://findsaunaplunge.com/venue/good-hot-san-francisco-ca/"
"immersion-spa-san-francisco-ca","Immersion Spa","community","2026-08-16",,"3990 El Camino Real","Palo Alto","CA","94306","san-francisco-ca","San Francisco","37.415814","-122.128516","cold_plunge|traditional_sauna|steam_room","communal",,"45",,"","50","50","170","180","Mon-Thu 10am-8pm, Fri-Sun 9am-9pm","https://immersionspa.com","https://immersionspa.com/day-pass/","+1-650-855-9080","https://findsaunaplunge.com/venue/immersion-spa-san-francisco-ca/"
"k2-cryotherapy-san-francisco-ca","K2 Cryotherapy","community","2026-08-16",,"44374 S Grimmer Blvd","Fremont","CA","94538","san-francisco-ca","San Francisco","37.503","-121.95561","cryotherapy","unpublished",,,,"",,,,,"Mon-Fri 10:00am-6:00pm, Sat 10:00am-2:00pm, Sun closed","https://www.k2cryotherapy.com",,"+1-661-428-3820","https://findsaunaplunge.com/venue/k2-cryotherapy-san-francisco-ca/"
"pearl-spa-sauna-san-francisco-ca","Pearl Spa & Sauna","community","2026-08-16",,"1654 Post St","San Francisco","CA","94115","san-francisco-ca","San Francisco","37.785723","-122.429053","traditional_sauna","unpublished",,,,"",,,,,"Mon-Sun, 6:45am-7:45pm","https://www.pearlspasf.com","https://go.booker.com/location/PearlSpaSFL52599/service-menu","+1-415-580-7142","https://findsaunaplunge.com/venue/pearl-spa-sauna-san-francisco-ca/"
"solivana-wellness-lab-san-francisco-ca","SoliVana Wellness Lab","community","2026-08-16",,"1922 El Camino Real","Redwood City","CA","94063","san-francisco-ca","San Francisco","37.477393","-122.223248","cold_plunge|infrared_sauna|red_light|pemf|compression","unpublished",,,,"",,,,,"Monday-Sunday, 11:00am-8:00pm","https://solivanalab.com",,"+1-650-564-4325","https://findsaunaplunge.com/venue/solivana-wellness-lab-san-francisco-ca/"
"watercourse-way-san-francisco-ca","Watercourse Way","community","2026-08-16",,"165 Channing Avenue","Palo Alto","CA","94301","san-francisco-ca","San Francisco","37.441349","-122.158076","cold_plunge|traditional_sauna|steam_room","private_suite",,,,"",,,,,,"https://watercourseway.com",,"+1-650-462-2000","https://findsaunaplunge.com/venue/watercourse-way-san-francisco-ca/"
"life-time-walnut-creek-san-francisco-ca","Life Time Walnut Creek","brand_import","2026-08-26","life-time","1315 Broadway Plaza","Walnut Creek","CA","94596","san-francisco-ca","San Francisco","37.89470654","-122.0580992","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–11:00pm, Sat–Sun 5:00am–10:00pm","https://www.lifetime.life/locations/ca/walnut-creek/amenities.html",,"+1-925-951-4900","https://findsaunaplunge.com/venue/life-time-walnut-creek-san-francisco-ca/"
"banya-5-seattle-wa","Banya 5","community","2026-08-16",,"217 9th Ave N","Seattle","WA","98109","seattle-wa","Seattle","47.619935","-122.339863","cold_plunge|traditional_sauna|steam_room","unpublished","70",,,"",,,,,"Tue 3:00pm-10:00pm, Wed-Sun 9:00am-10:00pm, closed Monday","https://www.banya5.com/","https://banya5.zenoti.com/webstoreNew/fitness/classes/5917","+1-206-262-1234","https://findsaunaplunge.com/venue/banya-5-seattle-wa/"
"city-sweats-west-seattle-seattle-wa","City Sweats West Seattle","community","2026-08-16",,"4755 Fauntleroy Wy SW Suite 170","Seattle","WA","98116","seattle-wa","Seattle","47.560097","-122.38155","infrared_sauna|cold_plunge|red_light","unpublished",,,"299","",,,,,,"https://citysweats.com/west-seattle","https://citysweats.com/west-seattle#booknow","+1-206-420-1934","https://findsaunaplunge.com/venue/city-sweats-west-seattle-seattle-wa/"
"city-sweats-wallingford-seattle-wa","City Sweats Wallingford","community","2026-08-16",,"4222 Stone Way N","Seattle","WA","98103","seattle-wa","Seattle","47.658561","-122.342204","infrared_sauna|cold_plunge|red_light","unpublished",,,"299","",,,,,,"https://citysweats.com/wallingford","https://citysweats.com/wallingford#booknow","+1-206-466-1936","https://findsaunaplunge.com/venue/city-sweats-wallingford-seattle-wa/"
"city-sweats-bellevue-seattle-wa","City Sweats Bellevue","community","2026-08-16",,"825 Bellevue Way NE","Bellevue","WA","98004","seattle-wa","Seattle","47.61777","-122.20178","infrared_sauna|cold_plunge|red_light","unpublished",,,"299","",,,,,,"https://citysweats.com/bellevue","https://citysweats.com/bellevue#booknow","+1-425-455-8901","https://findsaunaplunge.com/venue/city-sweats-bellevue-seattle-wa/"
"space-bar-wellness-seattle-wa","Space B.A.R.","community","2026-08-16",,"2705 California Ave SW","Seattle","WA","98116","seattle-wa","Seattle","47.579219","-122.386713","cold_plunge|infrared_sauna|traditional_sauna","mixed","60",,,"",,,,,,"https://spacebarwellness.com/","https://clients.mindbodyonline.com/classic/ws?studioid=5743800&stype=41&sTG=22",,"https://findsaunaplunge.com/venue/space-bar-wellness-seattle-wa/"
"float-greenwood-seattle-wa","FLOAT Seattle - Greenwood","community","2026-08-16",,"111 NW 85th St","Seattle","WA","98117","seattle-wa","Seattle","47.690552","-122.358194","infrared_sauna|cold_plunge|float","unpublished","79",,,"","45","50","150","150",,"https://www.floatseattle.com/greenwood","https://floatseattle.floathelm.com/booking/locations",,"https://findsaunaplunge.com/venue/float-greenwood-seattle-wa/"
"float-greenlake-seattle-wa","FLOAT Seattle - Greenlake","community","2026-08-16",,"408 NE 70th Street","Seattle","WA","98115","seattle-wa","Seattle","47.679128","-122.324569","infrared_sauna|cold_plunge|float","unpublished","79",,,"","45","50","150","150",,"https://www.floatseattle.com/greenlake","https://floatseattle.floathelm.com/booking/locations",,"https://findsaunaplunge.com/venue/float-greenlake-seattle-wa/"
"float-bellevue-seattle-wa","FLOAT Seattle - Bellevue","community","2026-08-16",,"11101 NE 12th St, Suite 101","Bellevue","WA","98004","seattle-wa","Seattle","47.620985","-122.192074","infrared_sauna|cold_plunge|float","unpublished","79",,,"","45","50","150","150",,"https://www.floatseattle.com/bellevue","https://floatseattle.floathelm.com/booking/locations",,"https://findsaunaplunge.com/venue/float-bellevue-seattle-wa/"
"float-renton-landing-seattle-wa","FLOAT Seattle - Renton Landing","community","2026-08-16",,"727 North 10th Street","Renton","WA","98057","seattle-wa","Seattle","47.497932","-122.205791","infrared_sauna|cold_plunge|float","unpublished","79",,,"",,,,,"Mon 10am-9pm, Tue-Wed closed, Thu 10am-9pm, Fri-Sun 8:30am-9pm","https://www.floatseattle.com/renton-landing","https://floatseattle.floathelm.com/booking/locations",,"https://findsaunaplunge.com/venue/float-renton-landing-seattle-wa/"
"815-refresh-seattle-wa","815 Refresh","community","2026-08-16",,"815 NE 72nd St","Seattle","WA","98115","seattle-wa","Seattle","47.680819","-122.319624","traditional_sauna|cold_plunge","private_suite","35",,,"",,,,,,"https://www.815refresh.com/","https://www.815refresh.com/815refresh/book-now",,"https://findsaunaplunge.com/venue/815-refresh-seattle-wa/"
"restore-hyper-wellness-kirkland-seattle-wa","Restore Hyper Wellness - Kirkland","community","2026-08-16",,"400 Urban Plaza, Suite 125","Kirkland","WA","98033","seattle-wa","Seattle","47.67809","-122.199595","cryotherapy|infrared_sauna|red_light|compression","unpublished",,,"220","",,,,,"Mon-Thu 10am-6pm, Fri 10am-5pm, Sat 9am-5pm, Sun 10am-4pm","https://www.restore.com/locations/wa-kirkland-wa001",,"+1-425-420-5116","https://findsaunaplunge.com/venue/restore-hyper-wellness-kirkland-seattle-wa/"
"restore-hyper-wellness-issaquah-seattle-wa","Restore Hyper Wellness - Issaquah","community","2026-08-16",,"1520 Highlands Drive Northeast, Suite 100","Issaquah","WA","98029","seattle-wa","Seattle","47.542611","-122.01867","cryotherapy|infrared_sauna|red_light|compression","unpublished",,,"220","",,,,,"Mon-Thu 10am-6pm, Fri 10am-5pm, Sat 9am-5pm, Sun 10am-4pm","https://www.restore.com/locations/wa-issaquah-wa002",,"+1-425-651-8137","https://findsaunaplunge.com/venue/restore-hyper-wellness-issaquah-seattle-wa/"
"sauna-moon-alki-beach-seattle-wa","Sauna Moon at Alki Beach (Hot Rocks Sauna Club)","community","2026-08-16",,"2665 Alki Ave SW","Seattle","WA","98116","seattle-wa","Seattle","47.579931","-122.40847","traditional_sauna|cold_plunge","unpublished","35",,"100","",,,,,,"https://www.hotrockssaunaclub.com/","https://www.hotrockssaunaclub.com/sauna-sessions",,"https://findsaunaplunge.com/venue/sauna-moon-alki-beach-seattle-wa/"
"wild-haus-floating-sauna-seattle-wa","Wild Haus Floating Sauna","community","2026-08-16",,"10 E Allison St","Seattle","WA","98102","seattle-wa","Seattle","47.649196","-122.324439","traditional_sauna|cold_plunge","mixed",,,,"",,,,,,"https://thewildhaus.com/","https://thewildhaus.com/pages/booking",,"https://findsaunaplunge.com/venue/wild-haus-floating-sauna-seattle-wa/"
"seattle-sauna-seattle-wa","Seattle Sauna","community","2026-08-16",,"2401 N Northlake Way","Seattle","WA","98103","seattle-wa","Seattle","47.650361","-122.330892","traditional_sauna|cold_plunge","unpublished","49",,,"",,,,,,"https://www.seattlesauna.com/","https://bookeo.com/seattlesauna",,"https://findsaunaplunge.com/venue/seattle-sauna-seattle-wa/"
"hothouse-spa-sauna-seattle-wa","Hothouse Spa & Sauna","community","2026-08-16",,"1019 E Pike St","Seattle","WA","98122","seattle-wa","Seattle","47.614025","-122.319154","traditional_sauna|steam_room|cold_plunge","private_suite",,,,"",,,,,,"https://www.hothousespa.com/","https://www.hothousespa.com/schedule",,"https://findsaunaplunge.com/venue/hothouse-spa-sauna-seattle-wa/"
"soak-and-sage-renton-seattle-wa","Soak & Sage","community","2026-08-16",,"1135 Lake Washington Blvd N, Suite 60","Renton","WA","98057","seattle-wa","Seattle","47.505214","-122.199857","traditional_sauna|cold_plunge|steam_room","unpublished","75",,,"","45","45","205","205","Mon 11am-9pm, Tue-Thu 1-8:30pm, Fri-Sat 9am-9pm, Sun 9am-8:30pm","https://soakandsagespa.com/locations/seattle/","https://soakandsagespa.com/locations/seattle/#book-now","+1-425-657-3659","https://findsaunaplunge.com/venue/soak-and-sage-renton-seattle-wa/"
"arctic-elevation-renton-seattle-wa","Arctic Elevation","community","2026-08-24",,"1133 Lake Washington Blvd N #80","Renton","WA","98056","seattle-wa","Seattle","47.505176","-122.199839","cryotherapy|infrared_sauna|cold_plunge|red_light|compression","unpublished","50",,,"",,,,,,"https://www.arcticelevation.com/","https://www.arcticelevation.com/cold-plunge",,"https://findsaunaplunge.com/venue/arctic-elevation-renton-seattle-wa/"
"banya-everett-seattle-wa","Banya (by FGM)","community","2026-08-16",,"2814 Colby Ave","Everett","WA","98201","seattle-wa","Seattle","47.980064","-122.208686","traditional_sauna|cold_plunge|steam_room|red_light","unpublished","35",,,"","40","40",,,"Mon-Thu 12pm-10pm, Fri-Sat 12pm-midnight, closed Sunday","https://banyabyfgm.com/","https://banyabyfgm.com/book-now/","+1-425-252-2692","https://findsaunaplunge.com/venue/banya-everett-seattle-wa/"
"svette-owen-beach-tacoma-seattle-wa","Svette - Owen Beach","community","2026-08-16",,"5605 Owen Beach Rd","Tacoma","WA","98407","seattle-wa","Seattle",,,"traditional_sauna|cold_plunge","unpublished","35",,"85","",,,,,,"https://svettetacoma.com/","https://svettetacoma.com/pricing-and-plans/",,"https://findsaunaplunge.com/venue/svette-owen-beach-tacoma-seattle-wa/"
"plunge-and-restore-tacoma-seattle-wa","Plunge + Restore","community","2026-08-16",,"1101 Fawcett Avenue, Suite 111","Tacoma","WA","98402","seattle-wa","Seattle","47.252871","-122.442868","cold_plunge|infrared_sauna","unpublished",,,,"",,,,,"Mon 7-1 & 4:30-7:30, Tue 7-4, Wed 12:30-8:30, Thu closed, Fri 7-1 & 4:30-7:30, Sat 8:30-3:30, Sun 11-7:30","https://www.plungeandrestore.com/","https://www.plungeandrestore.com/schedule",,"https://findsaunaplunge.com/venue/plunge-and-restore-tacoma-seattle-wa/"
"fyre-sauna-redmond-seattle-wa","Fyre Sauna","community","2026-08-16",,"14123 Redmond-Woodinville Rd NE","Redmond","WA","98052","seattle-wa","Seattle","47.72769","-122.137678","traditional_sauna|cold_plunge","mixed","35",,,"",,,,,,"https://www.fyresauna.com/","https://www.fyresauna.com/pricing",,"https://findsaunaplunge.com/venue/fyre-sauna-redmond-seattle-wa/"
"svette-redondo-beach-des-moines-seattle-wa","Svette - Redondo Beach","community","2026-08-16",,"28280 Redondo Beach Dr S","Des Moines","WA","98198","seattle-wa","Seattle",,,"traditional_sauna|cold_plunge","unpublished","35",,"85","",,,,,,"https://svettetacoma.com/","https://svettetacoma.com/pricing-and-plans/",,"https://findsaunaplunge.com/venue/svette-redondo-beach-des-moines-seattle-wa/"
"kodawari-studios-tampa-fl","Kodawari Studios","community","2026-08-16",,"3965 Henderson Blvd, Ste C","Tampa","FL","33629","tampa-fl","Tampa","27.930608","-82.509653","traditional_sauna|cold_plunge","communal",,,"159","","42","55","195","205",,"https://www.kodawaristudios.com/","https://www.kodawaristudios.com/nordic-sauna","+1-813-999-1874","https://findsaunaplunge.com/venue/kodawari-studios-tampa-fl/"
"chill-n-out-clearwater-fl","Chill N Out","community","2026-08-16",,"2454 N McMullen Booth Rd, Suite 308","Clearwater","FL","33759","tampa-fl","Tampa","28.010293","-82.708789","infrared_sauna|cryotherapy","unpublished","25",,"99","",,,,,"Mon-Thu 8am-7pm; Fri 8am-4pm; Sat 9am-4pm; Sun 10am-3pm","https://www.chillnoutclearwater.com/infrared-sauna-clearwater/","https://chillnoutclearwater.pike13.com/appointments/343291","+1-727-250-8792","https://findsaunaplunge.com/venue/chill-n-out-clearwater-fl/"
"drip-infrared-sauna-cold-plunge-studio-valrico-fl","DRIP Infrared Sauna & Cold Plunge Studio","community","2026-08-16",,"1578 Bloomingdale Ave","Valrico","FL","33596","tampa-fl","Tampa","27.893707","-82.256635","infrared_sauna|cold_plunge","unpublished","15",,"75","",,,,,"Mon Closed; Tue-Fri 10am-7pm; Sat-Sun 8am-1pm","https://dripinfraredsaunastudio.com/","https://www.vagaro.com/dripinfraredsaunastudio/services","+1-813-657-2010","https://findsaunaplunge.com/venue/drip-infrared-sauna-cold-plunge-studio-valrico-fl/"
